NBT_traderID	Tradecode	NBTID	TraderID
1	musical instrument seller/dealer	14	21604
2	painter	3	21607
3	insurance agent (Norwich)	9	21622
4	postmaster/postmistress	17	21629
5	watch engraver	19	21632
6	appraiser	2	21633
7	corn mill	8	21639
8	dyer	21	21644
9	insurance agent	9	21673
10	coal merchant	25	21692
11	insurance agent (British)	9	21696
12	iron dealer	25	21708
13	boot maker	21	21720
14	pin-seller	25	21732
15	trunk-maker	24	21736
16	tea dealer	8	21741
17	appraiser	2	21752
18	insurance agent	9	21756
19	shopkeeper	25	21760
20	toyman/woman, toyshop	22	21764
21	ticket seller	25	21767
22	opera agent	14	21773
23	corn mill	8	21793
24	dealer	25	21814
25	pharmacist/druggist/chemist/patent medicine seller	16	21818
26	mangle maker	24	21829
27	hairdresser	15	21831
28	pharmacist/druggist/chemist/patent medicine seller	16	21832
29	appraiser	2	21843
30	musical instrument seller/dealer	14	21844
31	general dealer	25	21873
32	letter carrier	23	21883
33	toyman/woman, toyshop	22	21884
34	grocer	8	21895
35	pharmacist/druggist/chemist/patent medicine seller	16	21912
36	work-box manufacturer	24	21915
37	mealman	1	21917
38	delineator	26	21958
39	carver	24	21964
40	tobacconist	25	21967
41	baker	8	21969
42	stamp agent, stamp office	20	21972
43	perfumer (wholesale)	16	21974
44	leather cutter	24	21980
45	clerk	26	21990
46	pharmacist/druggist/chemist/patent medicine seller	16	22001
47	shopkeeper	25	22009
48	stamp agent, stamp office	20	22019
49	toyman/woman, toyshop	22	22022
50	tawer	26	22033
51	letter carrier	23	22038
52	painter	3	22046
53	insurance agent	9	22047
54	spirit merchant	8	22052
55	pastry cook	8	22053
56	confectioner	8	22058
57	postmaster/postmistress	17	22063
58	pharmacist/druggist/chemist/patent medicine seller	16	22070
59	postmaster/postmistress	17	22083
60	grocer	8	22093
61	victualler	8	22102
63	music professor	14	22107
64	pharmacist/druggist/chemist/patent medicine seller	16	22112
65	button maker	24	22116
66	appraiser	2	22119
67	painter	3	22134
68	pharmacist/druggist/chemist/patent medicine seller	16	22140
69	solicitor	11	22145
70	letter carrier	23	22177
71	picture frame maker	3	22200
72	spirit dealer	8	22257
73	appraiser	2	22269
74	banker?	7	22271
75	tobacconist	25	22272
76	tobacconist	25	22273
77	tea dealer	8	22283
78	organist	14	22300
79	cabinet maker	24	22318
80	tinplate worker	24	15153
81	hardware (wholesale)	25	15153
82	postmaster/postmistress	17	15155
83	pharmacist/druggist/chemist/patent medicine seller	16	15301
84	joiner	10	15302
85	clerk in Post Office	17	22323
86	victualler	8	22328
87	appraiser	2	22334
88	seedsman	1	22335
89	postmaster/postmistress	17	22339
90	postmaster/postmistress	17	22351
91	tea-chest maker	24	22366
92	insurance agent	9	22372
93	pharmacist/druggist/chemist/patent medicine seller	16	22372
94	farmer	1	22382
95	wire worker	24	22396
96	stamp agent, stamp office	20	22399
97	insurance agent	9	22406
98	lottery agent	12	22406
99	watchmaker	19	22433
100	grocer	8	22479
101	looking-glass manufacturer	24	22488
102	engine fitter	24	22496
103	merchant	25	22502
104	ironmonger	25	38
105	letter carrier	23	22503
106	Assembly Rooms keeper	6	22513
107	Assembly Rooms keeper	6	22515
108	merchant	25	42727
109	Clerk of Custom House	26	22527
110	postmaster/postmistress	17	22528
111	postmaster/postmistress	17	22534
112	flock merchant	21	22550
113	flute professor	14	22555
114	mathematical instrument seller/dealer	13	22558
115	toyman/woman, toyshop	22	22571
116	insurance agent	9	22582
117	appraiser	2	22585
118	postmaster/postmistress?	17	22587
119	haberdasher	21	22591
120	painter	3	22594
121	pharmacist/druggist/chemist/patent medicine seller	16	22608
122	insurance agent (British)	9	22608
123	postmaster/postmistress	17	22613
124	appraiser	2	22622
125	woolstapler	21	22655
126	woolstapler	21	22656
127	plumber	10	22657
128	plumber	10	22658
129	land surveyor	10	22672
130	seedsman	1	22672
131	musical instrument seller/dealer	14	22677
132	insurance agent	9	22677
133	appraiser	2	22716
134	house agent	10	22723
135	painter	3	22732
136	insurance agent	9	22739
137	hardwareman	25	22746
138	rag gatherer	21	22756
139	pharmacist/druggist/chemist/patent medicine seller	16	22764
140	appraiser	2	22781
141	insurance agent (West of England)	9	22782
142	stamp agent, stamp office	20	22788
143	insurance agent	9	22789
144	pharmacist/druggist/chemist/patent medicine seller	16	22803
145	schoolmaster/schoolmistress	4	22811
146	pharmacist/druggist/chemist/patent medicine seller	16	22815
147	lottery agent	12	22815
148	pharmacist/druggist/chemist/patent medicine seller	16	22824
149	haberdasher	21	22826
150	chaser	26	22827
151	chaser	26	22831
152	pharmacist/druggist/chemist/patent medicine seller	16	22864
153	musical instrument seller/dealer	14	22866
154	coffee house	6	22873
155	upholsterer	24	22876
156	grocer	8	22877
157	builder	10	22884
158	postmaster/postmistress	17	22903
159	jeweller	25	22905
160	fancy repository	25	22908
161	grocer	8	22909
162	schoolmaster/schoolmistress	4	22914
163	schoolmaster/schoolmistress	4	22915
164	postmaster/postmistress	17	22919
165	postmaster/postmistress	17	22920
167	postmaster/postmistress	17	22922
168	insurance agent	9	22927
169	haberdasher	21	22935
170	shopkeeper	25	22941
171	hairdresser	15	22946
172	mason	10	22961
173	stonemason	10	22964
174	pharmacist/druggist/chemist/patent medicine seller	16	22966
176	seal engraver	24	22970
177	mercer	21	22971
178	ballad singer	6	22973
179	pharmacist/druggist/chemist/patent medicine seller	16	22981
180	seal engraver	24	22987
181	insurance agent (Guardian)	9	22997
182	medicinal warehouse	16	23019
183	provision dealer	8	23024
184	grocer	8	23037
185	smith	24	23062
186	grocer	8	23077
187	Russia-mat warehouse	21	23079
188	stamp agent, stamp office	20	23089
189	mercer	21	23092
190	lead merchant	25	23103
191	postmaster/postmistress	17	23111
193	insurance agent	9	23115
194	warehouseman	25	23117
195	pharmacist/druggist/chemist/patent medicine seller	16	23127
196	china/glass/earthenware seller/dealer	25	15311
197	tobacconist	25	15408
198	accountant	7	15443
199	cabinet maker	24	15483
200	gilder	19	15527
201	iron dealer	25	15577
202	insurance agent	9	15635
203	silversmith	24	15635
204	mathematical instrument seller/dealer	13	15731
205	ironmonger	25	33
206	appraiser	2	34
207	ironmonger	25	35
208	penknife manufacturer	24	36
209	grocer	8	37
210	gilder	19	12137
211	toyman/woman, toyshop	22	4181
212	timber surveyor	10	4264
213	navigation warehouse	23	4286
214	watchmaker	19	4356
215	silversmith	24	4356
216	tailor	21	4403
217	victualler	8	4405
218	farmer	1	4405
219	mercer	21	4430
220	iron founder	24	4507
221	iron dealer	25	4509
222	victualler	8	4550
223	watchmaker	19	4628
224	cabinet maker	24	4675
225	innkeeper	6	4734
226	toyman/woman, toyshop	22	4870
227	pharmacist/druggist/chemist/patent medicine seller	16	4893
228	draper	21	4935
229	grocer	8	4935
230	victualler	8	5010
231	saddler	24	4445
232	harness maker	24	4445
233	clothes dealer	21	5086
234	outfitter	26	5086
235	gilder	19	5112
236	gilder	19	5113
237	toyman/woman, toyshop	22	5125
238	upholsterer	24	5152
239	toyman/woman, toyshop	22	5191
240	stamp agent, stamp office	20	5251
241	innkeeper	6	5278
242	shopkeeper	25	5304
243	importer	25	5355
244	linen draper	21	5443
245	gilder	19	5551
246	looking-glass manufacturer	24	5551
247	agent in bankruptcies	7	5596
248	china/glass/earthenware seller/dealer	25	5606
249	china/glass/earthenware seller/dealer	25	5606
250	insurance agent	9	5628
251	lottery agent	12	5701
252	pharmacist/druggist/chemist/patent medicine seller	16	5730
253	grocer	8	5730
254	insurance agent	9	5744
255	silversmith	24	5776
256	teacher (language)	5	5777
257	postmaster/postmistress	17	5838
258	gun engraver	24	5926
259	lottery agent	12	5987
260	lottery agent	12	6032
261	appraiser	2	6054
262	stamp agent, stamp office	20	6153
263	gilder	19	6186
264	optician	19	6234
265	teacher (music)	14	6234
266	piano warehouse	14	6234
267	smallware dealer	25	6257
268	composer	14	6301
269	fancy repository	25	6346
270	beer seller	8	6347
271	insurance agent (National Loan Fund)	9	6347
272	insurance agent (Atlas)	9	6347
273	organist	14	6347
274	land surveyor	10	6484
275	lottery agent	12	6485
276	land surveyor	10	6491
277	billiard room	6	6499
278	gilder	19	6531
279	china/glass/earthenware seller/dealer	25	6531
280	painter	3	6559
281	glazier	10	6559
282	stamp agent, stamp office	20	6560
283	postmaster/postmistress	17	6569
284	draper	21	6571
285	tea dealer	8	6608
286	insurance agent	9	6619
287	actuary	7	6619
288	insurance agent	9	6625
289	grocer	8	6697
290	toyman/woman, toyshop	22	6775
291	fancy miniature painter	3	6775
292	insurance agent (Atlas)	9	6846
293	wine merchant	8	6848
294	stamp agent, stamp office	20	6878
295	house agent	10	7050
296	musical instrument maker	14	7146
297	insurance agent (Norwich Union)	9	7165
298	grocer	8	7181
299	china/glass/earthenware seller/dealer	25	4871
300	gun engraver	24	7290
301	gilder	19	7476
302	gilder	19	7494
303	shopkeeper	25	7511
304	pharmacist/druggist/chemist/patent medicine seller	16	7511
305	art dealer	3	7786
306	musical instrument seller/dealer	14	7805
307	musical instrument maker	14	7812
308	upholsterer	24	7837
309	liquor dealer	8	7902
310	musical instrument seller/dealer	14	7941
311	tea dealer	8	8043
312	hardwareman	25	8046
313	hardwareman	25	8047
314	hardwareman	25	8048
315	pharmacist/druggist/chemist/patent medicine seller	16	8068
316	insurance agent	9	8068
317	land surveyor	10	8068
318	insurance agent	9	8297
319	watchmaker	19	8297
320	innkeeper	6	8339
321	inking apparatus maker	24	8460
322	musical instrument maker	14	8513
323	insurance agent	9	8526
324	watchmaker	19	8530
325	insurance agent	9	8682
326	insurance agent (Norwich Union)	9	8700
327	instrument maker	19	8708
328	perfumer	16	8753
329	upholder	24	8801
330	lottery agent	12	8839
331	stamp agent, stamp office	20	8839
332	weaver	21	8839
333	lottery agent	12	8840
334	lottery agent	12	8841
335	draper	21	8904
336	grocer	8	8922
337	felting manufacturer	21	8924
338	wire worker	24	8924
339	engineer	19	8924
340	felting manufacturer	21	8925
341	wire worker	24	8925
342	engineer	19	8925
343	surgeon	16	8986
344	insurance agent (United)	9	9009
345	brace manufacturer	24	9066
346	grocer	8	9105
347	postmaster/postmistress	17	9117
348	insurance agent	9	9145
349	japanner	24	9179
350	insurance agent (Atlas)	9	9231
351	gilder	19	9412
352	postmaster/postmistress	17	9449
353	wood turner	24	9497
354	portfolio frame maker	24	9558
355	gilder	19	9588
356	picture frame maker	3	9588
357	grocer	8	9764
359	pharmacist/druggist/chemist/patent medicine seller	16	9770
360	mercer	21	9792
361	fancy goods dealer	25	9842
362	toyman/woman, toyshop	22	9842
363	hairdresser	15	9907
364	maltster	8	10012
365	shopkeeper	25	10029
366	agricultural tool-maker	1	10061
367	whitesmith	24	10061
368	farmer	1	10061
369	victualler	8	10061
370	sheriff's officer	11	10061
371	bailiff	11	10061
373	pharmacist/druggist/chemist/patent medicine seller	16	10315
374	grocer	8	10397
375	pharmacist/druggist/chemist/patent medicine seller	16	10420
376	tea dealer	8	10420
377	stamp agent, stamp office	20	10420
378	insurance agent	9	10420
379	gilder	19	10480
380	looking-glass warehouse	25	10480
381	leather cutter	24	10668
382	toyman/woman, toyshop	22	10741
383	jeweller	25	10741
384	goldsmith	24	10741
385	fancy goods dealer	25	10741
386	farmer	1	10776
387	draper	21	10806
388	hosier	21	10806
389	gilder	19	10823
390	gilder	19	10826
391	looking-glass manufacturer	24	10826
392	sculptor	3	10914
393	wax wafer manufacturer	24	10914
394	artist	3	10951
395	seal engraver	24	10952
396	perfumer	16	11008
397	oils/colours dealer	3	11060
398	organ builder	14	11373
399	organ builder	14	11380
400	gilder	19	11448
401	ringer	26	15376
402	leather cutter	24	17085
403	draper	21	18778
404	leather cutter	24	20612
405	saddler	24	41234
406	grocer	8	18778
407	land surveyor	10	11468
408	builder	10	11468
409	undertaker	15	11468
410	baker	8	11512
411	pattern-book maker	24	11631
412	carver	24	11672
413	land agent	10	11707
414	furniture broker	25	11707
415	optician	19	11755
416	lottery agent	12	11787
417	insurance agent	9	11787
418	tea dealer	8	11787
419	insurance agent (Beacon)	9	11909
420	upholsterer	24	12030
421	seal sinker	24	12075
422	chaser	26	12078
423	grocer	8	12123
424	tea dealer	8	12123
425	watchmaker	19	12164
426	peruke maker	15	12212
427	tinplate worker	24	12323
428	innkeeper	6	12330
429	hosier	21	12343
430	seedsman	1	12369
431	piano repository	14	12416
432	berlin-wool repository	21	12416
433	haberdasher	21	12452
434	broker	7	12456
435	land surveyor	10	12566
436	shopkeeper	25	12611
437	baker	8	12620
438	insurance agent	9	12630
439	insurance agent	9	12831
440	baker	8	12881
441	hatter	21	12973
442	pharmacist/druggist/chemist/patent medicine seller	16	12993
443	lottery agent	12	12993
444	baker	8	13033
445	painter	3	13230
446	glazier	10	13230
447	saddler	24	13243
448	tinplate worker	24	13299
449	organist	14	13300
450	flour merchant	8	13315
451	goldsmith	24	13364
452	ironmonger	25	13435
453	musical instrument maker	14	13539
454	piano tuner	14	13539
455	art materials seller	3	13621
456	cabinet maker	24	13653
457	tobacconist	25	8899
458	insurance agent	9	13657
459	ironmonger	25	13657
460	hairdresser	15	13688
461	deputy registrar	11	13688
462	civil engineer	19	13736
463	insurance agent (Church of England Fire & Life)	9	13741
464	cabinet maker	24	13771
465	upholsterer	24	13771
466	upholsterer	24	13773
467	pharmacist/druggist/chemist/patent medicine seller	16	13846
468	china/glass/earthenware seller/dealer	25	13917
469	stamp agent, stamp office	20	13933
470	hairdresser	15	13933
471	perfumer	16	13933
472	insurance agent (Star Life)	9	13933
473	victualler	8	14060
474	excise officer	26	14060
475	mathematical instrument maker	13	14144
476	jeweller	25	14212
477	cutlery seller	25	14212
478	perfumer	16	14212
479	hatter	21	14332
480	grocer	8	14333
481	lodging-house keeper	6	14360
482	bottle warehouse	25	14368
483	carrier	23	19267
484	vendor	25	19267
485	straw-bonnet maker	21	19267
486	bandbox manufacturer	24	19267
487	china/glass/earthenware seller/dealer	25	19267
488	tobacconist	25	19267
489	pattern designer	24	41033
490	whitesmith	24	10061
491	shopkeeper	25	14443
492	hardwareman	25	14443
493	lottery agent	12	14475
494	pharmacist/druggist/chemist/patent medicine seller	16	14556
495	seal engraver	24	14595
496	stamp agent, stamp office	20	14597
497	insurance agent (County)	9	14597
498	pattern-book maker	24	14600
499	hop merchant	1	14608
500	insurance agent	9	14611
501	pharmacist/druggist/chemist/patent medicine seller	16	14611
502	cricket ball manufacturer	24	14611
503	pharmacist/druggist/chemist/patent medicine seller	16	14612
504	watchmaker	19	14620
505	grocer	8	14679
506	tuner	14	14740
507	gilder	19	14749
508	gilder	19	14772
509	pharmacist/druggist/chemist/patent medicine seller	16	2647
510	stamp agent, stamp office	20	2647
511	schoolmaster/schoolmistress	4	2667
512	Independent Minister	18	2668
513	land surveyor	10	2669
514	ironmonger	25	2679
515	umbrella maker	24	2681
516	pharmacist/druggist/chemist/patent medicine seller	16	2683
517	drysalter	16	2687
518	pharmacist/druggist/chemist/patent medicine seller	16	2687
519	chaser	26	2712
520	teacher (music)	14	2728
521	pharmacist/druggist/chemist/patent medicine seller	16	2730
522	songwriter	14	2732
523	postmaster/postmistress	17	2737
524	accountant	7	2740
525	oil man	25	2805
526	hairdresser	15	2815
527	oil man	25	2819
528	glue maker	24	2840
529	piano dealer	14	2845
530	pharmacist/druggist/chemist/patent medicine seller	16	2857
531	pharmacist/druggist/chemist/patent medicine seller	16	2858
532	pharmacist/druggist/chemist/patent medicine seller	16	2859
533	pharmacist/druggist/chemist/patent medicine seller	16	2860
534	oil man	25	2891
535	piano dealer	14	2892
536	stamp agent, stamp office	20	2908
537	pharmacist/druggist/chemist/patent medicine seller	16	2918
538	stamp agent, stamp office	20	2920
539	postmaster/postmistress	17	2923
540	postmaster/postmistress	17	2942
541	musical instrument maker	14	2949
542	insurance agent	9	2953
543	pharmacist/druggist/chemist/patent medicine seller	16	2955
544	pharmacist/druggist/chemist/patent medicine seller	16	2959
545	pharmacist/druggist/chemist/patent medicine seller	16	2960
548	rag gatherer	21	2963
549	pump maker	24	69858
550	pharmacist/druggist/chemist/patent medicine seller	16	2965
551	postmaster/postmistress	17	3014
552	pawnbroker	7	3054
553	joiner	10	3061
554	land surveyor	10	3071
555	appraiser	2	3080
556	haberdasher	21	3082
557	postmaster/postmistress	17	3083
558	carver	24	3091
559	stamp agent, stamp office	20	3092
560	tobacconist	25	3093
561	tailor	21	3094
562	insurance agent (Economic)	9	3098
563	toyman/woman, toyshop	22	3108
564	stamp agent, stamp office	20	3117
565	appraiser	2	3124
566	pharmacist/druggist/chemist/patent medicine seller	16	3129
567	trader	25	3129
568	appraiser	2	3143
569	embosser	24	3157
570	postmaster/postmistress	17	3182
571	insurance agent	9	3183
572	painter	3	3193
573	music porter	14	3196
574	tinman	24	3210
575	sugar	8	3214
576	clerk	26	3216
577	engineer	19	3229
578	postmaster/postmistress	17	3236
579	musical instrument maker	14	3252
580	schoolmaster/schoolmistress	4	3254
581	post office inspector	17	3259
582	writing master	5	3260
583	postmaster/postmistress	17	3274
584	corn miller	8	3281
585	piano maker	14	3290
586	pharmacist/druggist/chemist/patent medicine seller	16	3294
587	corn miller	8	3295
588	teacher (music)	14	3298
589	postmaster/postmistress	17	3300
590	tool-cutter	24	3301
591	innkeeper	6	3308
592	post office keeper	17	3310
593	appraiser	2	3315
594	composer	14	3317
595	piano maker	14	3335
596	rag-cutter	21	3341
597	shopkeeper	25	3352
598	artist	3	3370
599	rag warehouse	21	3374
600	pharmacist/druggist/chemist/patent medicine seller	16	3418
601	schoolmaster/schoolmistress	4	3419
602	postmaster/postmistress	17	3463
603	house agent	10	3477
604	appraiser	2	3478
605	wheelwright	24	3490
606	pattern-card maker	24	3493
607	dressmaker	21	3498
608	billposter	26	3511
609	smallware dealer	25	3512
610	outfitter	26	3515
611	button maker	24	3517
612	violinist	14	3523
613	land surveyor	10	3526
614	land surveyor	10	3527
615	pharmacist/druggist/chemist/patent medicine seller	16	3540
616	clockmaker	19	3541
617	appraiser	2	3552
618	lottery agent	12	2953
619	clerk	26	20446
620	pharmacist/druggist/chemist/patent medicine seller	16	20462
621	appraiser	2	20469
622	stamp agent, stamp office	20	20475
623	pharmacist/druggist/chemist/patent medicine seller	16	20480
624	table-blade forger	14	20485
625	appraiser	2	20486
626	postmaster/postmistress	17	20495
627	letter carrier	23	20520
628	jeweller	25	20522
629	stockbroker	7	20524
630	army agent	26	20532
631	stamp agent, stamp office	20	20538
632	victualler	8	20543
633	enameller	24	20559
634	fancy repository	25	20562
635	lottery agent	12	20577
636	hatter	21	20591
637	insurance agent	9	20599
638	tea dealer	8	20599
639	rope merchant	25	20609
640	colliery surveyor	10	20615
641	jeweller	25	20617
642	pharmacist/druggist/chemist/patent medicine seller	16	20631
643	toyman/woman, toyshop	22	20656
644	insurance agent	9	20661
645	writing master	5	20694
646	postmaster/postmistress	17	20716
647	musician	14	20720
648	clothes dealer	21	20734
649	pharmacist/druggist/chemist/patent medicine seller	16	20736
650	hairdresser	15	20744
651	enameller	24	20762
652	letter carrier	23	20779
653	blacksmith	24	20780
654	saddler?	24	20791
655	postmaster/postmistress	17	20797
656	painter	3	20835
657	carver	24	20846
658	feather warehouse	25	20847
659	toyman/woman, toyshop	22	20866
660	piano warehouse	14	20888
661	appraiser	2	20890
662	postmaster/postmistress	17	20891
663	arrowroot importer	8	20896
664	magazine	26	26255
665	pharmacist/druggist/chemist/patent medicine seller	16	20897
666	insurance agent	9	20903
667	insurance agent	9	20904
668	broker	7	20920
669	seedsman	1	20922
670	pharmacist/druggist/chemist/patent medicine seller	16	20928
671	pharmacist/druggist/chemist/patent medicine seller	16	20935
672	pharmacist/druggist/chemist/patent medicine seller	16	20936
673	insurance agent	9	20939
674	appraiser	2	20952
675	ballstock turner	24	20953
676	appraiser	2	20962
677	jeweller?	25	20969
678	appraiser	2	20988
679	punch-cutter	24	20998
680	postmaster/postmistress	17	20999
681	insurance agent (Atlas)	9	20999
682	cork cutter	24	21018
683	beerhouse	8	21027
684	merchant	25	21036
685	hairdresser	15	21053
686	schoolmaster/schoolmistress	4	21077
687	schoolmaster/schoolmistress	4	21115
688	appraiser	2	21125
689	musical instrument maker	14	21134
690	grinding mill	24	21141
691	mathematician	13	21147
692	postmaster/postmistress	17	21166
693	lottery agent	12	21169
694	button maker	24	21176
695	button maker	24	21177
696	enameller	24	21207
697	appraiser	2	21211
698	land surveyor	10	21213
699	pattern-card maker	24	21262
700	appraiser	2	21265
701	stamp agent, stamp office	20	21266
702	insurance agent (Herts & Cambs)	9	21267
703	Customs Officer	26	21269
704	coal owner	24	21291
705	clerk in Post Office	17	21302
706	millwright	24	21326
707	cartridge maker	24	21329
708	founder	24	21336
709	postmaster/postmistress	17	21337
710	grocer	8	21338
711	music porter	14	21345
712	musical instrument seller/dealer	14	21351
713	pharmacist/druggist/chemist/patent medicine seller	16	21351
714	picture frame maker	3	21356
715	hatter	21	21359
716	lottery agent	12	14814
717	grocer	8	14814
718	lottery agent	12	14816
719	insurance agent	9	14816
720	medicinal warehouse	16	14889
721	insurance agent?	9	14905
722	gilder	19	14914
723	ironmonger	25	14944
724	gilder	19	14990
725	grocer	8	15128
726	doctor	16	25785
727	carver	24	21377
728	stamp agent, stamp office	20	21394
729	picture dealer	3	21397
730	portable-desk manufacturer	24	21401
731	pharmacist/druggist/chemist/patent medicine seller	16	21409
732	preceptor	4	21431
733	wine merchant	8	21435
734	illustrator	3	21441
735	school slate manufacturer	24	21447
736	stone engraver	10	21453
737	insurance agent	9	21455
738	goldsmith	24	21457
739	pharmacist/druggist/chemist/patent medicine seller	16	21464
740	toyman/woman, toyshop	22	21464
741	carrier	23	21510
742	appraiser	2	21530
743	illustrator	3	21531
745	musical instrument seller/dealer	14	21536
746	pocket-knife manufacturer	24	21538
747	appraiser	2	21545
748	postmaster/postmistress	17	21546
749	musical instrument maker	14	21559
750	postmaster/postmistress	17	21567
751	appraiser	2	21577
752	chaser	26	21579
753	accountant	7	21580
754	grocer	8	21582
755	toyman/woman, toyshop	22	21593
756	hatter	21	21598
757	publican	6	21601
758	appraiser	2	44
759	insurance agent (Phoenix)	9	45
760	insurance agent (Norwich Union)	9	49
761	money scrivener	7	55
762	glue maker	24	58
763	enameller	24	74
764	insurance agent (Protector)	9	90
765	appraiser	2	94
766	letter carrier	23	96
767	pharmacist/druggist/chemist/patent medicine seller	16	100
768	musical instrument seller/dealer	14	106
769	artists' repository	3	117
770	carver	24	118
771	confectioner	8	127
772	sheriff	11	22502
773	musical instrument seller/dealer	14	136
774	stamp agent, stamp office	20	140
775	codder	8	143
776	appraiser	2	178
777	postmaster/postmistress	17	180
778	postmaster/postmistress	17	181
779	mathematical instrument maker	13	183
780	pharmacist/druggist/chemist/patent medicine seller	16	186
781	shopkeeper	25	218
782	appraiser	2	223
783	umbrella maker	24	225
784	land surveyor	10	232
785	pharmacist/druggist/chemist/patent medicine seller	16	234
786	pharmacist/druggist/chemist/patent medicine seller	16	243
787	plumber	10	273
788	millwright?	24	282
789	musical instrument seller/dealer	14	313
790	globe maker	19	324
791	insurance agent (Globe)	9	332
792	musical instrument seller/dealer	14	334
793	silversmith	24	348
794	lottery agent	12	349
795	lottery agent	12	359
796	letter carrier	23	367
797	commission agent	7	392
798	miniature painter	3	408
799	silversmith	24	414
800	postmaster/postmistress	17	417
801	land surveyor	10	422
802	picture dealer	3	426
803	picture dealer	3	428
804	oil-paintings dealer	3	429
805	musical instrument maker	14	432
806	nautical instrument seller/dealer	19	447
807	mustard manufacturer	8	448
808	pharmacist/druggist/chemist/patent medicine seller	16	457
809	pharmacist/druggist/chemist/patent medicine seller	16	459
810	phial dealer	25	474
811	insurance agent	9	485
812	perfumer	16	500
813	stamp agent, stamp office	20	511
815	insurance agent	9	516
816	pharmacist/druggist/chemist/patent medicine seller	16	521
817	rag warehouse	21	526
818	picture dealer	3	537
819	bank secretary	7	538
820	tea agent	8	539
821	pharmacist/druggist/chemist/patent medicine seller?	16	547
822	appraiser	2	548
823	wine merchant	8	566
824	inkstand maker	24	572
825	carpenter	24	576
826	timber merchant	25	595
827	dealer	25	603
828	schoolmaster/schoolmistress	4	605
829	stamp agent, stamp office	20	606
830	toyman/woman, toyshop	22	610
831	picture dealer	3	621
832	musical instrument seller/dealer	14	638
833	insurance agent (County)	9	653
834	musical instrument maker	14	657
835	insurance agent (Provident & County)	9	667
836	appraiser	2	674
837	insurance agent (Suffolk & General)	9	693
838	toyman/woman, toyshop	22	699
839	composer	14	711
840	drawing master	5	712
841	attorney	11	718
842	perfumer	16	742
843	pharmacist/druggist/chemist/patent medicine seller	16	744
844	postmaster/postmistress	17	745
845	insurance agent (Phoenix)	9	747
846	pharmacist/druggist/chemist/patent medicine seller	16	748
847	insurance agent	9	748
848	perfumer	16	750
849	publican	6	757
850	insurance agent	9	762
851	ironmonger	25	764
852	farmer	1	773
853	postmaster/postmistress	17	799
854	instrument maker	19	811
855	perfumer	16	813
856	grocer	8	815
857	stamp agent, stamp office	20	819
858	postmaster/postmistress	17	830
859	carrier	23	837
860	pharmacist/druggist/chemist/patent medicine seller	16	853
861	appraiser	2	865
862	pharmacist/druggist/chemist/patent medicine seller	16	742
863	postmaster/postmistress	17	890
864	postmaster/postmistress	17	900
865	insurance agent	9	905
866	pharmacist/druggist/chemist/patent medicine seller	16	906
867	china/glass/earthenware seller/dealer	25	910
868	saddler	24	920
869	tea dealer	8	926
870	grocer	8	947
871	postmaster/postmistress	17	980
872	appraiser	2	1010
873	pharmacist/druggist/chemist/patent medicine seller	16	1016
874	pharmacist/druggist/chemist/patent medicine seller	16	1018
875	postmaster/postmistress	17	1021
876	postmaster/postmistress	17	1051
877	postmaster/postmistress	17	1052
878	carrier	23	1054
879	postmaster/postmistress	17	1063
880	pharmacist/druggist/chemist/patent medicine seller	16	1069
881	pharmacist/druggist/chemist/patent medicine seller	16	1082
882	appraiser	2	1099
883	musical instrument seller/dealer	14	1108
884	musical instrument maker	14	1114
885	corn mill	8	1121
886	pharmacist/druggist/chemist/patent medicine seller	16	1124
887	glover	21	1173
888	stamp agent, stamp office	20	1191
889	carrier	23	1193
890	pharmacist/druggist/chemist/patent medicine seller	16	1200
891	upholsterer	24	1224
892	priest?	18	1257
893	pharmacist/druggist/chemist/patent medicine seller	16	1263
894	perfumer	16	1274
895	dyer	21	1278
896	music porter	14	1296
897	grocer	8	1298
898	pharmacist/druggist/chemist/patent medicine seller	16	1307
899	pharmacist/druggist/chemist/patent medicine seller	16	1308
900	carver	24	1316
901	artist	3	1324
902	land surveyor	10	1336
903	appraiser	2	1342
904	pharmacist/druggist/chemist/patent medicine seller	16	1343
905	teacher (music)	14	1353
907	pharmacist/druggist/chemist/patent medicine seller	16	1358
908	chandler (old clothes)	21	1368
909	perfumer	16	1384
910	postmaster/postmistress	17	1386
911	photographer	15	1387
912	linen draper	21	1388
913	postmaster/postmistress	17	1395
914	fencing master	5	1398
915	toyman/woman, toyshop	22	1399
916	broker	7	1452
917	grocer	8	1456
918	snuff maker	24	1457
919	appraiser	2	1463
920	silver printer	24	1464
921	grocer	8	1474
922	insurance agent	9	1481
923	merchant	25	1483
924	toyman/woman, toyshop	22	1490
925	music porter	14	1512
926	pharmacist/druggist/chemist/patent medicine seller	16	1524
927	draper	21	1526
928	postmaster/postmistress	17	1530
929	steam machine manufacturer	24	1538
930	appraiser	2	1549
931	corn dealer	8	1552
932	logwood grinder	1	1559
933	pharmacist/druggist/chemist/patent medicine seller	16	1567
934	schoolmaster/schoolmistress	4	1581
935	schoolmaster/schoolmistress	4	1582
936	schoolmaster/schoolmistress	4	1583
937	brewer	8	1589
938	pocket-knife manufacturer	24	1600
939	eating house	8	1615
940	pharmacist/druggist/chemist/patent medicine seller	16	1617
941	stamp agent, stamp office	20	1628
942	pharmacist/druggist/chemist/patent medicine seller	16	1663
943	cotton manufacturer	21	1671
