NBT_traderID	Tradecode	NBTID	TraderID
8924	perfumer	16	75062
8925	postmaster/postmistress	17	75064
8926	appraiser	2	75083
8927	insurance agent (Royal Exchange)	9	75097
8928	tobacconist	25	75099
8929	appraiser	2	75135
8930	land agent	10	75137
8931	postmaster/postmistress	17	75158
8932	pattern-book maker	24	75181
8933	pattern-card maker	24	75197
8934	pattern-card maker	24	75200
8935	appraiser	2	75202
8936	victualler	8	75215
8937	victualler	8	75216
8938	clerk in Post Office	17	75224
8939	postmaster/postmistress	17	75231
8940	postmaster/postmistress	17	75232
8942	musical instrument maker	14	75269
8943	rope maker	24	75271
8944	grinding mill	24	75288
8945	umbrella maker	24	75296
8946	schoolmaster/schoolmistress	4	75300
8947	grocer	8	75302
8948	musical instrument seller/dealer	14	75319
8949	musical instrument seller/dealer	14	75327
8950	tailor	21	75339
8951	stamp agent, stamp office	20	75348
8952	land surveyor	10	75359
8953	postmaster/postmistress	17	75366
8954	schoolmaster/schoolmistress	4	75372
8955	insurance agent	9	75374
8956	pharmacist/druggist/chemist/patent medicine seller	16	75376
8957	toyman/woman, toyshop	22	75395
8958	land surveyor	10	75401
8959	tobacconist	25	75406
8960	piercer	26	75417
8961	victualler	8	75422
8962	victualler	8	75425
8963	teacher	5	75460
8964	sheriff's officer	11	75474
8965	coffin furniture maker	24	75492
8966	grocer	8	75513
8967	musical instrument seller/dealer	14	75525
8968	stamp agent, stamp office	20	75532
8969	pharmacist/druggist/chemist/patent medicine seller	16	75533
8970	plumber	10	75540
8971	pharmacist/druggist/chemist/patent medicine seller	16	75553
8972	clerk in Post Office	17	75582
8973	draper	21	75626
8974	drawing master	5	75627
8975	silk printer	21	75631
8976	silk printer	21	75632
8977	Merchant Taylor's Co	21	75641
8978	musical instrument maker	14	75645
8979	musical instrument seller/dealer	14	75649
8980	musical instrument maker	14	75651
8981	postmaster/postmistress	17	75652
8982	lottery agent	12	75658
8983	tea dealer	8	75663
8984	musical instrument seller/dealer	14	75676
8985	appraiser	2	75677
8986	upholsterer	24	75713
8987	iron dealer	25	75714
8988	appraiser	2	75728
8989	insurance agent	9	75729
8990	pharmacist/druggist/chemist/patent medicine seller	16	75739
8991	postmaster/postmistress	17	75743
8992	pharmacist/druggist/chemist/patent medicine seller	16	75749
8993	pharmacist/druggist/chemist/patent medicine seller	16	75750
8994	pharmacist/druggist/chemist/patent medicine seller	16	75751
8995	pharmacist/druggist/chemist/patent medicine seller	16	75752
8996	pharmacist/druggist/chemist/patent medicine seller?	16	75762
8997	pharmacist/druggist/chemist/patent medicine seller	16	75764
8998	pharmacist/druggist/chemist/patent medicine seller	16	75769
8999	pharmacist/druggist/chemist/patent medicine seller	16	75770
9000	fruiterer	8	75772
9001	straw-bonnet maker	21	75789
9002	insurance agent	9	75797
9003	iron dealer	25	75807
9004	stamp agent, stamp office	20	75861
9005	portrait painter	3	75865
9006	grocer	8	75885
9007	brewer	8	75899
9008	organ builder	14	75909
9009	postmaster/postmistress	17	75912
9010	manufacturer	24	75914
9011	musical instrument maker	14	75972
9012	merchant	25	75976
9013	pharmacist/druggist/chemist/patent medicine seller	16	75989
9014	postmaster/postmistress	17	75999
9015	postmaster/postmistress	17	76008
9016	innkeeper	6	76010
9017	pharmacist/druggist/chemist/patent medicine seller	16	76012
9018	distiller	8	76015
9019	pattern-card maker	24	76016
9020	pharmacist/druggist/chemist/patent medicine seller	16	76018
9021	postmaster/postmistress	17	76027
9022	appraiser	2	76028
9023	estate agent	10	76040
9024	Methodist preacher	18	76044
9025	painter?	3	76047
9026	pharmacist/druggist/chemist/patent medicine seller	16	76056
9027	schoolmaster/schoolmistress	4	76071
9028	rag-cutter in paper manufactury	21	76076
9029	pharmacist/druggist/chemist/patent medicine seller	16	76081
9030	toyman/woman, toyshop	22	76082
9031	toyman/woman, toyshop	22	76083
9032	huxter	25	76089
9033	pharmacist/druggist/chemist/patent medicine seller	16	76094
9034	postmaster/postmistress	17	76095
9035	spirit merchant	8	76135
9037	postmaster/postmistress	17	76138
9038	letter carrier	23	76150
9039	postmaster/postmistress	17	76203
9041	stamp agent, stamp office	20	76215
9042	boot maker	21	76216
9043	insurance agent (Norwich Union)	9	76218
9044	stay-maker	21	76220
9045	pharmacist/druggist/chemist/patent medicine seller	16	76241
9046	rector	18	76267
9047	pharmacist/druggist/chemist/patent medicine seller	16	76270
9048	writing master	5	76273
9049	hardwareman	25	76286
9050	linen draper	21	76294
9051	stamp agent, stamp office	20	76300
9052	appraiser	2	76302
9053	envelope maker	24	76318
9054	mason	10	76321
9055	innkeeper	6	76359
9056	corn miller	8	76388
9057	clerk in Post Office	17	76393
9058	pharmacist/druggist/chemist/patent medicine seller	16	76395
9059	insurance agent (Phoenix)	9	76400
9060	schoolmaster/schoolmistress	4	76408
9061	blade-maker	24	76423
9062	postmaster/postmistress	17	76432
9063	appraiser	2	76434
9064	gold wedding ring maker	24	76437
9065	pharmacist/druggist/chemist/patent medicine seller	16	76455
9066	wine merchant	8	76465
9067	pharmacist/druggist/chemist/patent medicine seller	16	76474
9068	postmaster/postmistress	17	76489
9069	postmaster/postmistress	17	76490
9070	grocer	8	76495
9071	letter carrier	23	76499
9072	clerk in Post Office	17	76502
9073	appraiser	2	76515
9074	toyman/woman, toyshop	22	76516
9075	pharmacist/druggist/chemist/patent medicine seller	16	76532
9076	appraiser	2	76551
9077	sheriff's officer	11	76555
9078	shoemaker	21	76566
9079	composer	14	76568
9080	calico printer	21	76576
9081	pharmacist/druggist/chemist/patent medicine seller	16	76579
9082	insurance agent (Globe)	9	76583
9083	glover	21	76599
9084	musical instrument maker	14	76604
9085	postmaster/postmistress	17	76606
9086	lottery agent	12	76608
9088	musical instrument seller/dealer	14	76616
9089	schoolmaster/schoolmistress	4	76618
9090	musical instrument maker	14	76631
9091	ironmonger	25	76639
9092	shipping	23	76641
9093	Independent Minister	18	76645
9094	nail maker (patent)	24	76658
9095	lottery agent	12	76667
9096	postmaster/postmistress	17	76673
9097	cabinet maker	24	76677
9098	postmaster/postmistress	17	76679
9099	independent minister	18	76708
9100	pharmacist/druggist/chemist/patent medicine seller	16	76715
9101	appraiser	2	76727
9102	bird preserver	15	76748
9103	insurance agent	9	76774
9104	leather cutter	24	76782
9105	victualler	8	76807
9106	stamp agent, stamp office	20	76811
9107	musical instrument seller/dealer	14	76831
9108	postmaster/postmistress	17	76853
9109	shoemaker	21	76864
9110	stamp agent, stamp office	20	76871
9111	shipowner	23	76878
9112	pharmacist/druggist/chemist/patent medicine seller	16	76879
9113	carrier	23	76889
9114	seal engraver (metal)	24	76898
9115	cabinet maker	24	76900
9116	toyman/woman, toyshop	22	76912
9117	toyman/woman, toyshop	22	76916
9118	postmaster/postmistress	17	76919
9119	penknife manufacturer	24	76925
9120	pharmacist/druggist/chemist/patent medicine seller	16	76928
9121	postmaster/postmistress	17	76930
9122	postmaster/postmistress	17	76951
9123	teacher (language)	5	76954
9124	painter	3	76962
9125	lottery agent	12	76966
9126	pharmacist/druggist/chemist/patent medicine seller	16	76973
9127	pharmacist/druggist/chemist/patent medicine seller	16	76976
9128	carrier	23	76978
9129	lottery agent	12	76983
9130	teacher (dance)	5	76986
9131	dealer	25	76992
9132	peruke maker	15	77000
9133	dyer	21	77002
9134	mathematical instrument seller/dealer	13	77015
9135	piano maker	14	77017
9136	smith	24	77025
9137	pharmacist/druggist/chemist/patent medicine seller	16	77026
9138	calico printer	21	77037
9139	wholesaler	25	77051
9140	pharmacist/druggist/chemist/patent medicine seller	16	77055
9141	postmaster/postmistress	17	77065
9142	carrier	23	77100
9143	schoolmaster/schoolmistress	4	77117
9144	appraiser	2	77150
9145	plater	26	77158
9146	postmaster/postmistress	17	77161
9147	postmaster/postmistress	17	77162
9148	leather cutter	24	77163
9149	innkeeper	6	77175
9150	dyer	21	77180
9151	nail maker (patent)	24	77185
9152	pharmacist/druggist/chemist/patent medicine seller	16	77190
9153	appraiser	2	77192
9154	carver	24	77223
9155	appraiser	2	77227
9156	stamp agent, stamp office	20	77233
9157	broker	7	77234
9158	stuff mercer	21	77253
9159	gilder	19	77260
9160	postmaster/postmistress	17	77276
9161	pharmacist/druggist/chemist/patent medicine seller	16	77283
9162	stamp agent, stamp office	20	77289
9163	appraiser	2	77296
9164	lottery agent	12	77303
9165	appraiser	2	77320
9166	land surveyor	10	77321
9167	pharmacist/druggist/chemist/patent medicine seller	16	77331
9168	pharmacist/druggist/chemist/patent medicine seller	16	77332
9169	shopkeeper	25	77333
9170	deputy postmaster	17	77334
9171	toyman/woman, toyshop	22	77344
9172	insurance agent	9	77345
9173	fustian dyer	21	77349
9174	mercer	21	77362
9175	tea dealer	8	48608
9176	leather cutter	24	77365
9177	composer	14	77372
9178	haberdasher	21	77376
9179	codder	8	77381
9180	pharmacist/druggist/chemist/patent medicine seller	16	77410
9181	pharmacist/druggist/chemist/patent medicine seller	16	77413
9182	postmaster/postmistress	17	77421
9183	insurance agent	9	77432
9184	corn mill	8	77439
9185	hosier	21	77440
9186	enameller	24	77443
9187	toyman/woman, toyshop	22	77455
9188	appraiser	2	77460
9189	music professor	14	77462
9190	appraiser	2	77468
9191	insurance agent	9	77493
9192	china/glass/earthenware seller/dealer	25	77509
9193	insurance agent (Royal Exchange)	9	77513
9194	water-colourist	3	77516
9195	pattern-book maker	24	77526
9196	postmaster/postmistress	17	77527
9197	farmer	1	77534
9198	ticket writer	24	77558
9199	postmaster/postmistress	17	77566
9200	postmaster/postmistress	17	77567
9201	pattern maker	24	77574
9202	insurance agent (British)	9	77589
9203	musical instrument seller/dealer	14	77610
9204	land agent	10	77616
9205	pharmacist/druggist/chemist/patent medicine seller	16	77617
9206	pharmacist/druggist/chemist/patent medicine seller	16	77619
9207	postmaster/postmistress	17	77639
9208	pharmacist/druggist/chemist/patent medicine seller	16	77641
9209	appraiser	2	77644
9210	appraiser	2	77646
9211	musical instrument seller/dealer	14	77647
9212	tobacconist	25	77648
9213	pharmacist/druggist/chemist/patent medicine seller	16	77679
9214	painter	3	77680
9215	postmaster/postmistress	17	77692
9216	postmaster/postmistress	17	77715
9217	rag sorter	21	77725
9218	rag sorter	21	77737
9219	plate engraver	24	77763
9220	tobacconist	25	77784
9221	insurance agent (British Commercial)	9	77785
9222	tobacconist	25	77789
9223	tea dealer	8	77795
9224	pharmacist/druggist/chemist/patent medicine seller	16	77799
9225	appraiser	2	77800
9226	glazier	10	77801
9227	postmaster/postmistress	17	77815
9228	leather cutter	24	77821
9229	clerk in Post Office	17	77833
9230	postmaster/postmistress	17	77849
9231	postmaster/postmistress	17	77851
9232	merchant	25	77865
9233	schoolmaster/schoolmistress	4	77873
9234	music professor	14	77891
9235	old/brown rope dealer	25	77901
9237	schoolmaster/schoolmistress	4	77903
9238	clerk in Post Office	17	77908
9239	stamp agent, stamp office	20	77914
9240	book deliverer	25	77916
9241	appraiser	2	65501
9242	appraiser	2	65532
9243	farmer	1	65533
9244	farmer	1	65534
9245	gun wadding manufacturer	24	65537
9246	gun wadding manufacturer	24	65538
9247	postboy	17	65553
9248	fancy repository	25	65554
9249	grocer	8	65555
9250	grocer	8	65565
9251	postmaster/postmistress	17	65574
9252	postmaster/postmistress	17	65577
9253	manufacturer	24	65584
9254	coal merchant	25	65587
9255	coffee house	6	65591
9256	pharmacist/druggist/chemist/patent medicine seller	16	65611
9257	bag warehouse	25	65634
9258	pharmacist/druggist/chemist/patent medicine seller	16	65644
9259	pharmacist/druggist/chemist/patent medicine seller	16	65645
9260	appraiser	2	65654
9261	draper	21	65684
9262	licencee	8	65707
9263	block cutter	24	65710
9264	appraiser	2	65719
9265	appraiser	2	65720
9266	looking-glass manufacturer	24	65724
9267	looking-glass manufacturer	24	65725
9268	looking-glass manufacturer	24	65727
9269	looking-glass manufacturer	24	65728
9270	button maker	24	65734
9271	button maker	24	65735
9272	navigation academy	4	65740
9273	tobacconist	25	65742
9274	insurance agent	9	65763
9276	insurance agent	9	65769
9277	pharmacist/druggist/chemist/patent medicine seller	16	65776
9278	stamp agent, stamp office	20	65777
9280	stamp agent, stamp office	20	65782
9281	toyman/woman, toyshop	22	65783
9282	merchant	25	65789
9283	stamp agent, stamp office	20	65797
9284	appraiser	2	65798
9285	plumber	10	65821
9286	pattern-card maker	24	65830
9287	foreman	26	65834
9288	theatrical manager	6	65843
9289	undertaker	15	65847
9290	corn mill	8	65858
9291	umbrella maker	24	65860
9292	stamp dealer	25	65869
9293	coffee house	6	65890
9294	postmaster/postmistress	17	65899
9295	broker	7	65905
9296	spirit merchant	8	65926
9297	toyman/woman, toyshop	22	65934
9298	postmaster/postmistress	17	65936
9299	victualler	8	65938
9300	appraiser	2	65939
9301	carrier	23	65952
9302	carrier	23	65954
9303	postmaster/postmistress	17	65961
9304	house agent	10	65965
9305	postmaster/postmistress	17	65974
9306	cutler	24	65980
9307	appraiser	2	65990
9308	haberdasher	21	65993
9309	pharmacist/druggist/chemist/patent medicine seller	16	65997
9310	stamp agent, stamp office	20	65998
9311	insurance agent (Sun)	9	66000
9312	postmaster/postmistress	17	66006
9313	postmaster/postmistress	17	66007
9314	pharmacist/druggist/chemist/patent medicine seller	16	66009
9315	optician	19	66019
9316	mathematical instrument maker	13	66030
9317	breeches maker	21	66040
9318	postmaster/postmistress	17	66048
9319	deputy postmaster	17	66060
9320	postmaster/postmistress	17	66061
9321	postmaster/postmistress	17	66062
9322	postmaster/postmistress	17	66079
9323	teacher (music)	14	66097
9324	postmaster/postmistress	17	66118
9325	postmaster/postmistress	17	66128
9326	postmaster/postmistress	17	66129
9327	clockmaker	19	59304
9328	insurance agent	9	66142
9329	pharmacist/druggist/chemist/patent medicine seller	16	66162
9330	umbrella maker	24	66168
9331	postmaster/postmistress	17	66188
9332	piano tuner	14	66218
9333	globe maker	19	66219
9334	door-plate maker	24	66239
9335	watch engraver	19	66247
9336	brushmaker	24	66248
9337	postmaster/postmistress	17	66259
9338	millwright	24	66293
9339	varnisher	24	66296
9340	appraiser	2	66298
9341	postmaster/postmistress	17	66299
9342	grocer	8	66309
9343	warehouseman	25	66315
9344	pattern-card maker	24	66329
9345	lead miller?	24	66333
9346	miniature painter	3	66334
9347	pharmacist/druggist/chemist/patent medicine seller	16	66344
9348	signwriter	10	66348
9349	mathematical instrument maker	13	66351
9350	tobacconist	25	66354
9351	tobacconist	25	66355
9352	upholsterer	24	66356
9353	tobacconist	25	66369
9354	jeweller	25	66394
9355	filigree worker	24	66408
9356	appraiser	2	66418
9357	merchant?	25	66423
9358	postmaster/postmistress?	17	66428
9359	teacher (writing)	5	66433
9360	shipmaster	23	66436
9361	postmaster/postmistress	17	66443
9362	boot maker	21	66444
9363	rag-cutter in paper manufactury	21	66455
9364	rag-cutter in paper manufactury	21	66456
9365	rag-cutter in paper manufactury	21	66457
9366	innkeeper	6	66468
9367	tobacconist	25	66478
9368	postmaster/postmistress	17	66479
9369	warehouse	25	66489
9370	postmaster/postmistress	17	66500
9371	confectioner	8	66501
9372	music professor	14	66503
9373	rope merchant	25	66545
9374	rope merchant	25	66546
9375	rope merchant	25	66547
9376	rope merchant	25	66548
9377	rope merchant	25	66549
9378	glazing mill	24	66554
9380	toyman/woman, toyshop	22	66559
9381	letter carrier	23	66569
9382	shoemaker	21	66576
9383	letter carrier	23	66580
9384	lawyer?	11	66596
9385	postmaster/postmistress	17	66601
9386	carver	24	66605
9387	clerk in Post Office	17	66606
9388	clerk in Post Office	17	66616
9389	appraiser	2	66631
9390	postmaster/postmistress	17	66638
9391	piano maker	14	66642
9392	pocket-knife manufacturer	24	66644
9393	pocket-knife manufacturer	24	66645
9394	pocket-knife manufacturer	24	66649
9395	appraiser	2	66657
9396	musical instrument seller/dealer	14	66661
9397	pharmacist/druggist/chemist/patent medicine seller	16	66671
9398	postmaster/postmistress	17	66673
9399	postmaster/postmistress	17	66678
9401	snuff mill	24	66701
9402	pattern-card maker	24	66717
9403	draper	21	66718
9404	appraiser	2	66736
9405	postmaster/postmistress	17	66737
9406	old/brown rope dealer	25	66742
9407	ship's chandler	23	66744
9408	varnish maker	24	66753
9409	stamp agent, stamp office	20	66797
9410	postmaster/postmistress	17	66857
9411	postmaster/postmistress	17	66873
9412	pawnbroker	7	66878
9413	appraiser	2	66885
9414	smallware dealer	25	66898
9415	gun engraver	24	66899
9416	appraiser	2	66902
9417	haberdasher	21	66905
9418	pharmacist/druggist/chemist/patent medicine seller	16	66909
9419	victualler	8	66910
9420	carrier	23	66911
9421	postmaster/postmistress	17	66913
9422	postmaster/postmistress	17	66918
9423	seal engraver	24	66927
9424	cotton manufacturer	21	66952
9425	toyman/woman, toyshop	22	66953
9426	cotton manufacturer	21	66954
9427	cotton manufacturer	21	66955
9428	cotton manufacturer	21	66956
9429	cotton manufacturer	21	66959
9430	cotton manufacturer	21	66963
9431	pharmacist/druggist/chemist/patent medicine seller	16	66971
9432	pharmacist/druggist/chemist/patent medicine seller	16	66991
9433	pharmacist/druggist/chemist/patent medicine seller	16	67008
9434	pharmacist/druggist/chemist/patent medicine seller	16	67010
9435	house agent	10	67021
9436	peruke maker	15	67025
9437	slater	10	67026
9438	music master	14	67031
9439	smallware dealer	25	67033
9440	joiner	10	67037
9441	insurance agent (British)	9	67053
9442	pharmacist/druggist/chemist/patent medicine seller	16	67056
9443	appraiser	2	67064
9444	shopkeeper	25	67088
9445	appraiser	2	67092
9446	appraiser	2	67095
9447	postmaster/postmistress	17	67125
9448	furniture broker	25	67127
9449	writing master	5	67142
9450	musical instrument maker	14	67152
9451	medallist	26	67157
9452	musical instrument seller/dealer	14	67178
9453	postmaster/postmistress	17	67201
9454	postmaster/postmistress	17	67211
9455	clothes dealer	21	67218
9457	clothes dealer	21	67220
9458	postmaster/postmistress	17	67231
9459	letter carrier	23	67236
9460	pattern-card maker	24	67255
9461	music	14	67271
9462	coffee house	6	67290
9463	insurance agent	9	67291
9464	stockbroker	7	67311
9465	musician	14	67321
9466	pharmacist/druggist/chemist/patent medicine seller	16	67338
9467	postmaster/postmistress	17	67353
9468	pharmacist/druggist/chemist/patent medicine seller	16	67359
9469	tucker	21	67371
9470	postmaster/postmistress	17	67372
9471	musical instrument seller/dealer	14	67379
9472	stamp agent, stamp office	20	67391
9473	shoemaker (ladies)	21	67392
9474	appraiser	2	67395
9475	musical instrument seller/dealer	14	67402
9476	pharmacist/druggist/chemist/patent medicine seller	16	67420
9477	organist	14	67432
9478	postmaster/postmistress	17	67440
9479	appraiser	2	67454
9480	straw-hat maker	21	67461
9481	shopkeeper	25	67462
9482	pocket-knife manufacturer	24	67477
9483	appraiser	2	67478
9484	hosier	21	67490
9486	pharmacist/druggist/chemist/patent medicine seller	16	67492
9487	goldsmith	24	67500
9488	goldsmith	24	67501
9489	postmaster/postmistress	17	67507
9490	clerk in Post Office	17	67509
9491	lottery agent	12	67513
9492	insurance agent	9	67525
9493	Merchant Taylor's Co	21	67527
9494	pharmacist/druggist/chemist/patent medicine seller	16	67533
9495	pharmacist/druggist/chemist/patent medicine seller	16	67537
9496	postmaster/postmistress	17	67549
9497	draper	21	67568
9498	lottery agent	12	67569
9499	merchant	25	67570
9500	draper	21	67571
9501	shuttle maker	24	67582
9502	farmer	1	67595
9503	schoolmaster/schoolmistress	4	67598
9504	stamp agent, stamp office	20	67604
9505	glover	21	67614
9506	lottery agent	12	67619
9507	insurance agent	9	67620
9508	pharmacist/druggist/chemist/patent medicine seller	16	67624
9509	husbandman	1	67634
9510	coffee house	6	67640
9511	appraiser	2	67658
9512	musical instrument seller/dealer	14	67672
9513	musical instrument maker	14	67675
9514	musical instrument seller/dealer	14	67676
9515	drawing master	5	67677
9516	farmer	1	67685
9517	carver	24	67754
9518	millwright	24	67767
9519	dyer	21	67783
9520	pharmacist/druggist/chemist/patent medicine seller	16	67812
9521	pharmacist/druggist/chemist/patent medicine seller	16	67815
9522	appraiser	2	67819
9523	inkstand maker	24	67822
9524	cotton mill	21	67838
9525	draper	21	67840
9526	haberdasher	21	67844
9527	tobacconist	25	67845
9528	grocer	8	67852
9529	rag-cutter	21	67863
9530	engineer	19	67865
9531	postmaster/postmistress	17	67867
9532	perfumer	16	67868
9533	pump maker	24	67871
9534	stamp agent, stamp office	20	67873
9535	postmaster/postmistress	17	67883
9536	shopkeeper	25	67933
9537	stamp agent, stamp office	20	67958
9538	fancy repository	25	67959
9539	postmaster/postmistress	17	67969
9540	dyer	21	67974
9541	dyer	21	67981
9542	insurance agent (Sun)	9	67990
9543	pharmacist/druggist/chemist/patent medicine seller	16	67997
9544	insurance agent	9	68010
9545	appraiser	2	68020
9546	dealer	25	68021
9547	water-colourist	3	68049
9548	postmaster/postmistress	17	68079
9549	postmaster/postmistress	17	68098
9550	appraiser	2	68146
9551	appraiser	2	68152
9552	wood turner	24	68188
9553	draper	21	68194
9554	pharmacist/druggist/chemist/patent medicine seller	16	68205
9555	pharmacist/druggist/chemist/patent medicine seller	16	68224
9556	pharmacist/druggist/chemist/patent medicine seller	16	68233
9557	lottery agent	12	68238
9558	toyman/woman, toyshop	22	68252
9559	pharmacist/druggist/chemist/patent medicine seller	16	68258
9560	postmaster/postmistress	17	68262
9561	stamp agent, stamp office	20	68270
9562	organ builder	14	68276
9563	carrier	23	68296
9564	letter carrier	23	68298
9566	pharmacist/druggist/chemist/patent medicine seller	16	68333
9567	pharmacist/druggist/chemist/patent medicine seller	16	68334
9568	schoolmaster/schoolmistress	4	68340
9569	lottery agent	12	68355
9570	appraiser	2	68396
9571	stamp agent, stamp office	20	68398
9572	appraiser	2	68399
9573	musical instrument seller/dealer	14	68403
9574	Customs Collector	26	68419
9575	toyman/woman, toyshop	22	68465
9576	appraiser	2	68467
9577	lace maker	24	68521
9578	pharmacist/druggist/chemist/patent medicine seller	16	68523
9579	postmaster/postmistress	17	68526
9580	rope merchant	25	68540
9581	pharmacist/druggist/chemist/patent medicine seller	16	68543
9582	lottery agent	12	68546
9583	pharmacist/druggist/chemist/patent medicine seller	16	68551
9584	seal engraver	24	68561
9585	lottery agent	12	68570
9586	pharmacist/druggist/chemist/patent medicine seller	16	68571
9587	appraiser	2	68582
9588	postmaster/postmistress	17	68583
9589	jeweller	25	68584
9590	pharmacist/druggist/chemist/patent medicine seller	16	68592
9591	appraiser	2	68600
9592	wine merchant	8	68609
9593	peruke maker	15	68619
9594	land surveyor	10	68623
9595	rag dresser	21	68641
9596	rag dresser	21	68643
9597	lottery agent	12	68646
9598	stamp agent, stamp office	20	68651
9599	medallist	26	68652
9600	postmaster/postmistress	17	68689
9601	pharmacist/druggist/chemist/patent medicine seller	16	68698
9602	postmaster/postmistress	17	68721
9603	clerk in Post Office	17	68723
9604	clerk in Post Office	17	68726
9605	schoolmaster/schoolmistress	4	68746
9606	postmaster/postmistress	17	68752
9607	pharmacist/druggist/chemist/patent medicine seller	16	68757
9609	postmaster/postmistress	17	68760
9610	land surveyor	10	68766
9611	pharmacist/druggist/chemist/patent medicine seller	16	68777
9612	land surveyor	10	68789
9613	shopkeeper	25	68799
9614	pawnbroker	7	68806
9615	shopkeeper	25	68823
9616	advertising agent	26	68826
9617	carpenter	24	68828
9618	rag-cutter	21	68836
9619	money scrivener	7	68846
9620	liquor dealer	8	68851
9621	jeweller	25	68872
9622	jeweller	25	68882
9623	shopkeeper	25	68889
9624	pharmacist/druggist/chemist/patent medicine seller	16	68894
9625	postmaster/postmistress	17	68902
9626	postmaster/postmistress	17	68904
9627	shoemaker	21	68906
9628	postmaster/postmistress	17	68912
9630	pharmacist/druggist/chemist/patent medicine seller	16	68918
9631	stamp agent, stamp office	20	68930
9632	shopkeeper	25	68931
9633	grocer	8	68935
9634	hairdresser	15	68955
9635	appraiser	2	68956
9636	pharmacist/druggist/chemist/patent medicine seller	16	68970
9637	tobacconist	25	68971
9638	merchant	25	68972
9639	pattern engraver	24	68983
9640	musical instrument maker	14	68994
9641	musical instrument maker	14	68995
9642	instrument maker	19	69000
9643	room dealer	26	69002
9644	piano maker	14	69004
9645	musical instrument maker	14	69005
9646	postmaster/postmistress	17	69008
9647	pharmacist/druggist/chemist/patent medicine seller	16	69014
9648	appraiser	2	69020
9649	picture dealer	3	69028
9650	dealer	25	69029
9651	piano professor	14	69038
9652	pharmacist/druggist/chemist/patent medicine seller	16	69040
9653	musical instrument maker	14	69050
9654	pharmacist/druggist/chemist/patent medicine seller	16	69056
9655	stamp agent, stamp office	20	69072
9656	postboy	17	69095
9657	postboy	17	69096
9658	canal broker	23	69106
9659	mangle maker	24	69111
9660	saw maker	24	69112
9661	pocket-knife manufacturer	24	69128
9662	stamp agent, stamp office	20	69131
9663	appraiser	2	69147
9664	postmaster/postmistress	17	69148
9665	musical instrument maker	14	69151
9666	builder	10	69152
9667	pharmacist/druggist/chemist/patent medicine seller	16	69160
9668	iron dealer	25	69162
9669	musical instrument maker	14	69166
9670	musical instrument maker	14	69176
9671	musical instrument maker	14	69185
9672	musical instrument maker	14	69187
9673	musical instrument maker	14	69188
9674	hairdresser	15	69189
9675	seal engraver	24	69197
9676	insurance agent	9	69202
9677	postmaster/postmistress	17	69227
9678	carver	24	69228
9679	appraiser	2	69232
9680	musical instrument maker	14	69252
9681	seal engraver	24	69256
9682	musical instrument maker	14	69257
9683	stamp agent, stamp office (sub-distributor)	20	69274
9684	stamp agent, stamp office	20	69312
9685	lottery agent	12	69313
9686	pharmacist/druggist/chemist/patent medicine seller	16	69315
9687	stamp agent, stamp office	20	69320
9689	appraiser	2	69334
9690	instrument maker	19	69361
9691	draper	21	69362
9692	pharmacist/druggist/chemist/patent medicine seller	16	69382
9693	jeweller	25	69384
9694	chemists' varnish manufacturer	16	69390
9695	chemists' varnish manufacturer	16	69393
9696	chemists' varnish manufacturer	16	69394
9698	pharmacist/druggist/chemist/patent medicine seller	16	69404
9699	pharmacist/druggist/chemist/patent medicine seller	16	69412
9701	drawing master	5	69416
9702	fent dealer	21	69417
9703	box-maker	24	69421
9704	hardwareman	25	69423
9705	pharmacist/druggist/chemist/patent medicine seller	16	69426
9706	perfumer	16	69429
9707	appraiser	2	69431
9708	pharmacist/druggist/chemist/patent medicine seller	16	69434
9709	grocer	8	69437
9710	lottery agent	12	69450
9711	dyer	21	69458
9712	pharmacist/druggist/chemist/patent medicine seller	16	69494
9713	copper merchant	25	69506
9714	calico printers' engraver	21	69510
9715	pharmacist/druggist/chemist/patent medicine seller	16	69533
9716	tobacconist	25	69537
9717	accountant	7	69543
9718	pharmacist/druggist/chemist/patent medicine seller	16	69557
9720	pharmacist/druggist/chemist/patent medicine seller	16	69566
9721	dealer	25	69576
9722	grocer	8	69582
9723	appraiser	2	69590
9724	Minister of religion	18	69591
9725	insurance agent	9	69595
9726	depository	25	69596
9727	insurance agent	9	69597
9728	postmaster/postmistress	17	69601
9729	postmaster/postmistress	17	69602
9730	berlin-wool dealer	21	69609
9731	stamp agent, stamp office	20	69635
9732	pharmacist/druggist/chemist/patent medicine seller	16	69638
9733	appraiser	2	69639
9734	melting-pot maker	24	69643
9735	appraiser	2	69647
9736	postmaster/postmistress	17	69648
9737	musical instrument maker	14	69669
9738	straw-hat maker	21	69687
9739	landscape painter	3	69731
9740	insurance agent	9	69732
9741	postmaster/postmistress	17	69742
9742	beer seller	8	69749
9743	postmaster/postmistress	17	69750
9744	appraiser	2	69751
9745	pharmacist/druggist/chemist/patent medicine seller	16	69752
9746	shoemaker	21	69759
9747	stamp agent, stamp office	20	69774
9748	stamp agent, stamp office	20	69798
9749	pharmacist/druggist/chemist/patent medicine seller	16	69800
9750	appraiser	2	69815
9751	old iron dealer	25	69829
9752	pharmacist/druggist/chemist/patent medicine seller	16	69839
9753	accountant	7	69842
9754	insurance agent (Sun)	9	69851
9755	accountant	7	69859
9756	pharmacist/druggist/chemist/patent medicine seller	16	69860
9757	clerk in Post Office	17	69861
